Title,Abstract,Category,Cleaned_Title,Cleaned_Abstract
CGAN-based cyber deception framework against reconnaissance attacks in ICS,"In recent years, Industrial Control Systems (ICSs) have faced increasing vulnerability to cyber attacks due to their integration with the Internet. Despite efforts to enhance cybersecurity, reconnaissance attacks remain a significant threat, prompting the need for innovative defensive strategies. This paper introduces a novel approach to strengthen the defensive capabilities of ICS networks against reconnaissance attacks using machine learning-driven cyber deception techniques. Leveraging Conditional Generative Adversarial Networks (CGANs), the proposed framework dynamically generates defensive network topologies to network shuffling and implement deception strategies, prioritizing system availability. Extensive simulations demonstrate the superior efficacy of the proposed framework in enhancing cybersecurity while minimizing computational overhead. By effectively mitigating reconnaissance attacks, this solution reinforces the resilience of ICS networks, safeguarding critical industrial infrastructure from evolving cyber threats. These findings underscore the significance of adopting machine learning-based cyber deception as a pragmatic security measure for protecting ICS networks in real-world industrial contexts.",Networking,cganbas cyber decept framework reconnaiss attack ic,recent year industri control system icss face increas vulner cyber attack due integr internet despit effort enhanc cybersecur reconnaiss attack remain signific threat prompt need innov defens strategi paper introduc novel approach strengthen defens capabl ic network reconnaiss attack use machin learningdriven cyber decept techniqu leverag condit gener adversari network cgan propos framework dynam gener defens network topolog network shuffl implement decept strategi priorit system avail extens simul demonstr superior efficaci propos framework enhanc cybersecur minim comput overhead effect mitig reconnaiss attack solut reinforc resili ic network safeguard critic industri infrastructur evolv cyber threat find underscor signific adopt machin learningbas cyber decept pragmat secur measur protect ic network realworld industri context
A generic learning simulation framework to assess security strategies in cyber-physical production systems,"Connected systems through computerized networks are at the heart of the Industry of the future. As they merge physical entities with cyber spaces, they fall under the paradigm of cyber-physical production systems. Cybersecurity is a key challenge for such systems, as they are subject to daily attempts of intruders to gain unauthorized access to their internal resources or to compromise their integrity. The fast increase of new attack strategies requires the rapid design and assessment of new defense strategies. It entails a complex, error-prone and time-consuming process, including the clear specification of the attack and defense strategies involved, and the design and implementation of the simulation model allowing to evaluate the performances of the defense strategy. This work intends to make such a process transparent to cybersecurity managers by limiting their workload to the sole specification of the characteristics of the system and the logic of the attack and the defense. It provides a generic hybrid simulation framework for flexible evaluation of cybersecurity policies, which is demonstrated on a SYN flooding application. Therefore, the contribution is twofold: (1) The proposed framework offers a high-level environment allowing various experts to collaborate by graphically modeling a given attack strategy and the envisioned defense strategy, without engaging in heavy implementation efforts. Then the framework's executable infrastructure, which combines simulation with machine learning to understanding the interactions between the attackers & the defender, will allow them assessing the performances of these strategies. The proposed framework differs from state-of-the-art cybersecurity simulation environments in its uniqueness to combining the expressive power of a universal simulation modeling formalism with the user-friendliness of a visual simulation tool. Therefore, it offers at one side, a very high modeling flexibility for easy exploration of various cybersecurity strategies, and at the other side, integrated learning capabilities for allowing self-adaptive user-based cybersecurity strategy design. (2) The application demonstrating the framework focuses on the most encountered and still uncontrolled threats in cybersecurity, i.e. the SYN-Flooding based Denial of Service (DoS) attack. The application targeted is not meant to propose yet another SYN flood detection algorithm or to improve the state-of-the-art in that domain, but to prove the framework operationality. The experimental results obtained showcase the ability of the framework to support learning simulation-based SYN flood defense algorithm design and validation.",Networking,gener learn simul framework assess secur strategi cyberphys product system,connect system computer network heart industri futur merg physic entiti cyber space fall paradigm cyberphys product system cybersecur key challeng system subject daili attempt intrud gain unauthor access intern resourc compromis integr fast increas new attack strategi requir rapid design assess new defens strategi entail complex errorpron timeconsum process includ clear specif attack defens strategi involv design implement simul model allow evalu perform defens strategi work intend make process transpar cybersecur manag limit workload sole specif characterist system logic attack defens provid gener hybrid simul framework flexibl evalu cybersecur polici demonstr syn flood applic therefor contribut twofold 1 propos framework offer highlevel environ allow variou expert collabor graphic model given attack strategi envis defens strategi without engag heavi implement effort framework execut infrastructur combin simul machin learn understand interact attack defend allow assess perform strategi propos framework differ stateoftheart cybersecur simul environ uniqu combin express power univers simul model formal userfriendli visual simul tool therefor offer one side high model flexibl easi explor variou cybersecur strategi side integr learn capabl allow selfadapt userbas cybersecur strategi design 2 applic demonstr framework focus encount still uncontrol threat cybersecur ie synflood base denial servic do attack applic target meant propos yet anoth syn flood detect algorithm improv stateoftheart domain prove framework operation experiment result obtain showcas abil framework support learn simulationbas syn flood defens algorithm design valid
SPEAR SIEM: A Security Information and Event Management system for the Smart Grid,"The technological leap of smart technologies has brought the conventional electrical grid in a new digital era called Smart Grid (SG), providing multiple benefits, such as two-way communication, pervasive control and self-healing. However, this new reality generates significant cybersecurity risks due to the heterogeneous and insecure nature of SG. In particular, SG relies on legacy communication protocols that have not been implemented having cybersecurity in mind. Moreover, the advent of the Internet of Things (IoT) creates severe cybersecurity challenges. The Security Information and Event Management (SIEM) systems constitute an emerging technology in the cybersecurity area, having the capability to detect, normalise and correlate a vast amount of security events. They can orchestrate the entire security of a smart ecosystem, such as SG. Nevertheless, the current SIEM systems do not take into account the unique SG peculiarities and characteristics like the legacy communication protocols. In this paper, we present the Secure and PrivatE smArt gRid (SPEAR) SIEM, which focuses on SG. The main contribution of our work is the design and implementation of a SIEM system capable of detecting, normalising and correlating cyberattacks and anomalies against a plethora of SG application-layer protocols. It is noteworthy that the detection performance of the SPEAR SIEM is demonstrated with real data originating from four real SG use case (a) hydropower plant, (b) substation, (c) power plant and (d) smart home.",Networking,spear siem secur inform event manag system smart grid,technolog leap smart technolog brought convent electr grid new digit era call smart grid sg provid multipl benefit twoway commun pervas control selfheal howev new realiti gener signific cybersecur risk due heterogen insecur natur sg particular sg reli legaci commun protocol implement cybersecur mind moreov advent internet thing iot creat sever cybersecur challeng secur inform event manag siem system constitut emerg technolog cybersecur area capabl detect normalis correl vast amount secur event orchestr entir secur smart ecosystem sg nevertheless current siem system take account uniqu sg peculiar characterist like legaci commun protocol paper present secur privat smart grid spear siem focus sg main contribut work design implement siem system capabl detect normalis correl cyberattack anomali plethora sg applicationlay protocol noteworthi detect perform spear siem demonstr real data origin four real sg use case hydropow plant b substat c power plant smart home
AAE-DSVDD: A one-class classification model for VPN traffic identification,"Virtual Private Network(VPN) can provide a concealed transmission channel for communication and protect the privacy of users. However, it also brings hidden dangers to cybersecurity with its wide application. Malicious behavior or harmful information can be transmitted secretly through VPN tunnels to avoid firewall censorship. Therefore, VPN traffic identification is an important part of ensure cybersecurity. Although many efforts have been made for VPN traffic identification, existing methods mainly focus on supervised learning models. In this paper, we propose an one-class classification model called AAE-DSVDD for VPN traffic identification. First, we introduce Adversarial AutoEncoder(AAE) for preliminary modeling of VPN traffic. AAE can match the aggregated posterior distribution of the hidden layer to an arbitrary prior distribution. It associates the samples with a normal distribution in the hidden space. Secondly, We implement representation learning for VPN traffic via Deep Support Vector Data Description(DSVDD). A standardized method is designed to match the output distribution of DSVDD with the aggregated posterior distribution of AAE. It alleviates the hypersphere collapse problem of DSVDD and improves identification performance. Finally, we verify the abilities of the AAE-DSVDD model on the public dataset ISCXVPN. Compared with other one-class models, AAE-DSVDD achieved the best identification ability for VPN traffic identification. It also improves the recognition ability when identifying strange classes that are not included in the training data.",Networking,aaedsvdd oneclass classif model vpn traffic identif,virtual privat networkvpn provid conceal transmiss channel commun protect privaci user howev also bring hidden danger cybersecur wide applic malici behavior harm inform transmit secretli vpn tunnel avoid firewal censorship therefor vpn traffic identif import part ensur cybersecur although mani effort made vpn traffic identif exist method mainli focu supervis learn model paper propos oneclass classif model call aaedsvdd vpn traffic identif first introduc adversari autoencoderaa preliminari model vpn traffic aae match aggreg posterior distribut hidden layer arbitrari prior distribut associ sampl normal distribut hidden space secondli implement represent learn vpn traffic via deep support vector data descriptiondsvdd standard method design match output distribut dsvdd aggreg posterior distribut aae allevi hyperspher collaps problem dsvdd improv identif perform final verifi abil aaedsvdd model public dataset iscxvpn compar oneclass model aaedsvdd achiev best identif abil vpn traffic identif also improv recognit abil identifi strang class includ train data
DoS/DDoS-MQTT-IoT: A dataset for evaluating intrusions in IoT networks using the MQTT protocol,"Adversaries may exploit a range of vulnerabilities in Internet of Things (IoT) environments. These vulnerabilities are typically exploited to carry out attacks, such as denial-of-service (DoS) attacks, either against the IoT devices themselves, or using the devices to perform the attacks. These attacks are often successful due to the nature of the protocols used in the IoT. One popular protocol used for machine-to-machine IoT communications is the Message Queueing Telemetry Protocol (MQTT). Countermeasures for attacks against MQTT include testing defenses with existing datasets. However, there is a lack of real-world test datasets in this area. For this reason, this paper introduces a DoS/DDoS-MQTT-IoT dataset—that contains various DoS/DDoS attack scenarios using MQTT traffic—to help develop and test countermeasures against such attacks. To this end, a physical IoT testbed was constructed and a large volume of IoT data was generated that included standard MQTT traffic as well as 10 DoS scenarios. The usability of the dataset has been evaluated via machine learning.",Networking,dosddosmqttiot dataset evalu intrus iot network use mqtt protocol,adversari may exploit rang vulner internet thing iot environ vulner typic exploit carri attack denialofservic do attack either iot devic use devic perform attack attack often success due natur protocol use iot one popular protocol use machinetomachin iot commun messag queue telemetri protocol mqtt countermeasur attack mqtt includ test defens exist dataset howev lack realworld test dataset area reason paper introduc dosddosmqttiot datasetthat contain variou dosddo attack scenario use mqtt trafficto help develop test countermeasur attack end physic iot testb construct larg volum iot data gener includ standard mqtt traffic well 10 do scenario usabl dataset evalu via machin learn
Towards a Cyber Resilience Quantification Framework (CRQF) for IT infrastructure,"Cyber resilience quantification is the process of evaluating and measuring an organisation’s ability to withstand, adapt to, and recover from cyber-attacks. It involves estimating IT systems, networks, and response strategies to ensure robust defence and effective recovery mechanisms in the event of a cyber-attack. Quantifying cyber resilience can be difficult due to the constantly changing components of IT infrastructure. Traditional methods like vulnerability assessments and penetration testing may not be effective. Measuring cyber resilience is essential to evaluate and strengthen an organisation’s preparedness against evolving cyber-attacks. It helps identify weaknesses, allocate resources, and ensure the uninterrupted operation of critical systems and information. There are various methods for measuring cyber resilience, such as evaluating, teaming and testing, and creating simulated models. This article proposes a cyber resilience quantification framework for IT infrastructure that utilises a simulation approach. This approach enables organisations to simulate different attack scenarios, identify vulnerabilities, and improve their cyber resilience. The comparative analysis of cyber resilience factors highlights pre-configuration’s robust planning and adaptation (61.44%), buffering supported’s initial readiness (44.53%), and network topologies’ robust planning but weak recovery and adaptation (60.04% to 77.86%), underscoring the need for comprehensive enhancements across all phases. The utilisation of the proposed factors is crucial in conducting a comprehensive evaluation of IT infrastructure in the event of a cyber-attack.",Networking,toward cyber resili quantif framework crqf infrastructur,cyber resili quantif process evalu measur organis abil withstand adapt recov cyberattack involv estim system network respons strategi ensur robust defenc effect recoveri mechan event cyberattack quantifi cyber resili difficult due constantli chang compon infrastructur tradit method like vulner assess penetr test may effect measur cyber resili essenti evalu strengthen organis prepared evolv cyberattack help identifi weak alloc resourc ensur uninterrupt oper critic system inform variou method measur cyber resili evalu team test creat simul model articl propos cyber resili quantif framework infrastructur utilis simul approach approach enabl organis simul differ attack scenario identifi vulner improv cyber resili compar analysi cyber resili factor highlight preconfigur robust plan adapt 6144 buffer support initi readi 4453 network topolog robust plan weak recoveri adapt 6004 7786 underscor need comprehens enhanc across phase utilis propos factor crucial conduct comprehens evalu infrastructur event cyberattack
Dataset of attacks on a live enterprise VoIP network for machine learning based intrusion detection and prevention systems,This data article presents a dataset which can be used to train machine learning (ML) algorithms towards intrusion detection and prevention systems (IDS/IPS). The dataset applies to the field of unified communications in voice over internet protocol (VoIP) networks. Information related to the design and implementation of a real enterprise VoIP network is provided along with the specific protocols used. The attack tools used to disrupt the VoIP communications and the resulting data collected are uniquely presented in sub-datasets. Guidance on how to use the dataset and benefit from the raw packet captures is provided to support research and development in IDS/IPS systems.,Networking,dataset attack live enterpris voip network machin learn base intrus detect prevent system,data articl present dataset use train machin learn ml algorithm toward intrus detect prevent system idsip dataset appli field unifi commun voic internet protocol voip network inform relat design implement real enterpris voip network provid along specif protocol use attack tool use disrupt voip commun result data collect uniqu present subdataset guidanc use dataset benefit raw packet captur provid support research develop idsip system
FTG-Net-E: A hierarchical ensemble graph neural network for DDoS attack detection,"Distributed Denial-of-Service (DDoS) attacks are a major threat to computer networks. These attacks can be carried out by flooding a network with malicious traffic, overwhelming its resources, and/or making it unavailable to legitimate users. Existing machine learning methods for DDoS attack detection typically use statistical features of network traffic, such as packet sizes and inter-arrival times. However, these methods often fail to capture the complex relationships between different traffic flows. This paper proposes a new DDoS attack detection approach that uses Graph Neural Networks (GNN) ensemble learning. GNN ensemble learning is a type of machine learning that combines multiple GNN models to improve the detection accuracy. We evaluated our approach on the Canadian Institute for Cybersecurity Intrusion Detection Evaluation Dataset (CICIDS2018) and CICIDS2017 datasets, a benchmark dataset for DDoS attack detection. Our work provides two main contributions. First, we extend our DDoS attack detection approach using GNN ensemble learning. Second, we explore the evaluation and fine-tuning of hyperparameter metrics through ensemble learning, significantly enhancing accuracy compared to a single GNN model and achieving an average 3.2% higher F1-score. Additionally, our approach effectively reduces overfitting by incorporating regularization techniques, such as dropout and early stopping. Specifically, we use a hierarchical ensemble of GNN, where each GNN learns the relationships between traffic flows at a different granularity level. We then use bagging and boosting to combine the predictions of the individual GNN, further improving detection accuracy. Results show that our system can achieve 99.67% accuracy, with a F1-score of 99.29%, which is better than state-of-the-art methods, even using single traffic architecture.",Networking,ftgnete hierarch ensembl graph neural network ddo attack detect,distribut denialofservic ddo attack major threat comput network attack carri flood network malici traffic overwhelm resourc andor make unavail legitim user exist machin learn method ddo attack detect typic use statist featur network traffic packet size interarriv time howev method often fail captur complex relationship differ traffic flow paper propos new ddo attack detect approach use graph neural network gnn ensembl learn gnn ensembl learn type machin learn combin multipl gnn model improv detect accuraci evalu approach canadian institut cybersecur intrus detect evalu dataset cicids2018 cicids2017 dataset benchmark dataset ddo attack detect work provid two main contribut first extend ddo attack detect approach use gnn ensembl learn second explor evalu finetun hyperparamet metric ensembl learn significantli enhanc accuraci compar singl gnn model achiev averag 32 higher f1score addit approach effect reduc overfit incorpor regular techniqu dropout earli stop specif use hierarch ensembl gnn gnn learn relationship traffic flow differ granular level use bag boost combin predict individu gnn improv detect accuraci result show system achiev 9967 accuraci f1score 9929 better stateoftheart method even use singl traffic architectur
"Distributed denial of service attack prediction: Challenges, open issues and opportunities","Distributed Denial of Service (DDoS) attack is one of the biggest cyber threats. DDoS attacks have evolved in quantity and volume to evade detection and increase damage. Changes during the COVID-19 pandemic have left traditional perimeter-based security measures vulnerable to attackers that have diversified their activities by targeting health services, e-commerce, and educational services. DDoS attack prediction searches for signals of attack preparation to warn about the imminence of the attack. Prediction is necessary to handle high-volumetric DDoS attacks and to increase the time to defend against them. This survey article presents the classification of studies from the literature comprising the current state-of-the-art on DDoS attack prediction. It highlights the results of this extensive literature review categorizing the works by prediction time, architecture, employed methodology, and the type of data utilized to predict attacks. Further, this survey details each identified study and, finally, it emphasizes the research opportunities to evolve the DDoS attack prediction state-of-the-art.",Networking,distribut denial servic attack predict challeng open issu opportun,distribut denial servic ddo attack one biggest cyber threat ddo attack evolv quantiti volum evad detect increas damag chang covid19 pandem left tradit perimeterbas secur measur vulner attack diversifi activ target health servic ecommerc educ servic ddo attack predict search signal attack prepar warn immin attack predict necessari handl highvolumetr ddo attack increas time defend survey articl present classif studi literatur compris current stateoftheart ddo attack predict highlight result extens literatur review categor work predict time architectur employ methodolog type data util predict attack survey detail identifi studi final emphas research opportun evolv ddo attack predict stateoftheart
Passive operating system fingerprinting revisited: Evaluation and current challenges,"Fingerprinting a host's operating system is a very common yet precarious task in network, asset, and vulnerability management. Estimating the operating system via network traffic analysis may leverage TCP/IP header parameters or complex analysis of hosts' behavior using machine learning. However, the existing approaches are becoming obsolete as network traffic evolves which makes the problem still open. This paper discusses various approaches to passive OS fingerprinting and their evolution in the past twenty years. We illustrate their usage, compare their results in an experiment, and list challenges faced by the current fingerprinting approaches. The hosts' differences in network stack settings were initially the most important information source for OS fingerprinting, which is now complemented by hosts' behavioral analysis and combined approaches backed by machine learning. The most impactful reasons for this evolution were the Internet-wide network traffic encryption and the general adoption of privacy-preserving concepts in application protocols. Other changes, such as the increasing proliferation of web applications on handheld devices, raised the need to identify these devices in the networks, for which we may use the techniques of OS fingerprinting.",Networking,passiv oper system fingerprint revisit evalu current challeng,fingerprint host oper system common yet precari task network asset vulner manag estim oper system via network traffic analysi may leverag tcpip header paramet complex analysi host behavior use machin learn howev exist approach becom obsolet network traffic evolv make problem still open paper discuss variou approach passiv os fingerprint evolut past twenti year illustr usag compar result experi list challeng face current fingerprint approach host differ network stack set initi import inform sourc os fingerprint complement host behavior analysi combin approach back machin learn impact reason evolut internetwid network traffic encrypt gener adopt privacypreserv concept applic protocol chang increas prolifer web applic handheld devic rais need identifi devic network may use techniqu os fingerprint
"Satellite-based communications security: A survey of threats, solutions, and research challenges ","Satellite-based Communication (SATCOM) systems are gaining renewed momentum in Industry and Academia, thanks to innovative services introduced by leading tech companies and the promising impact they can deliver towards the global connectivity objective tackled by early 6G initiatives. On the one hand, the emergence of new manufacturing processes and radio technologies promises to reduce service costs while guaranteeing outstanding communication latency, available bandwidth, flexibility, and coverage range. On the other hand, cybersecurity techniques and solutions applied in SATCOM links should be updated to reflect the substantial advancements in attacker capabilities characterizing the last two decades. However, business urgency and opportunities are leading operators towards challenging system trade-offs, resulting in an increased attack surface and a general relaxation of the available security services.
In this paper, we tackle the cited problems and present a comprehensive survey on the link-layer security threats, solutions, and challenges faced when deploying and operating SATCOM systems. Specifically, we classify the literature on security for SATCOM systems into two main branches, i.e., physical-layer security and cryptography schemes. Then, we further identify specific research domains for each of the identified branches, focusing on dedicated security issues, including, e.g., physical-layer confidentiality, anti-jamming schemes, anti-spoofing strategies, and quantum-based key distribution schemes. For each of the above domains, we highlight the most essential techniques, peculiarities, advantages, disadvantages, lessons learned, and future directions. Finally, we also identify emerging research topics whose additional investigation by Academia and Industry could further attract researchers and investors, ultimately unleashing the full potential behind ubiquitous satellite communications.",Networking,satellitebas commun secur survey threat solut research challeng,satellitebas commun satcom system gain renew momentum industri academia thank innov servic introduc lead tech compani promis impact deliv toward global connect object tackl earli 6g initi one hand emerg new manufactur process radio technolog promis reduc servic cost guarante outstand commun latenc avail bandwidth flexibl coverag rang hand cybersecur techniqu solut appli satcom link updat reflect substanti advanc attack capabl character last two decad howev busi urgenc opportun lead oper toward challeng system tradeoff result increas attack surfac gener relax avail secur servic paper tackl cite problem present comprehens survey linklay secur threat solut challeng face deploy oper satcom system specif classifi literatur secur satcom system two main branch ie physicallay secur cryptographi scheme identifi specif research domain identifi branch focus dedic secur issu includ eg physicallay confidenti antijam scheme antispoof strategi quantumbas key distribut scheme domain highlight essenti techniqu peculiar advantag disadvantag lesson learn futur direct final also identifi emerg research topic whose addit investig academia industri could attract research investor ultim unleash full potenti behind ubiquit satellit commun
"A survey on network simulators, emulators, and testbeds used for research and education","Network operators and researchers constantly search for platforms to evaluate future deployments and test new research ideas. When experimenting, they usually face challenges in deciding on an appropriate platform to validate the advantages and limitations of their proposed system. These challenges include finding an experimentation environment that balances traffic realism, scalability, and cost. An experimenter can evaluate systems, protocols, and security implementations using simulators, emulators, or testbeds to validate the expected behavior of the proposed idea. Simulators and emulators provide a controlled environment to conduct reproducible experiments but lack realism. Testbeds provide realism and scale depending on the available resources. However, real equipment can be costly and unavailable for many experimenters. The inability to test networking ideas in a realistic environment at a large scale presents a barrier for companies, institutions, and network vendors to implement new features, thus, slowing down innovation. In the past few decades, the networking community developed new platforms to test new ideas and deployments at scale, with realism, and at lower costs. These platforms also enable the instruction of networking concepts, cybersecurity, distributed computing, storage systems, and science applications. From the learner’s side, practical hands-on experience is required to internalize concepts and improve troubleshooting skills. Learning these concepts can be challenging due to the multidisciplinary nature of networking instruction, where a learner must have a background in several computing areas (e.g., operating systems, programming languages, and computer architecture). This paper presents experimentation platforms used to conduct research in computer networks and evaluates the potential of these platforms for instructing networking courses. This paper examines the literature and presents a taxonomy of network experimentation platforms. It also discusses challenges, analyzes the limitations, and suggests future perspectives by providing an overview of the tools, a description of the underlying resources (i.e., hardware and software), and a summary of the supported experiments. The paper aims to assist experimenters and educators in deciding which platform is more suitable for their experimentation needs and discuss the challenges and future directions related to the network experimentation platforms.",Networking,survey network simul emul testb use research educ,network oper research constantli search platform evalu futur deploy test new research idea experi usual face challeng decid appropri platform valid advantag limit propos system challeng includ find experiment environ balanc traffic realism scalabl cost experiment evalu system protocol secur implement use simul emul testb valid expect behavior propos idea simul emul provid control environ conduct reproduc experi lack realism testb provid realism scale depend avail resourc howev real equip costli unavail mani experiment inabl test network idea realist environ larg scale present barrier compani institut network vendor implement new featur thu slow innov past decad network commun develop new platform test new idea deploy scale realism lower cost platform also enabl instruct network concept cybersecur distribut comput storag system scienc applic learner side practic handson experi requir intern concept improv troubleshoot skill learn concept challeng due multidisciplinari natur network instruct learner must background sever comput area eg oper system program languag comput architectur paper present experiment platform use conduct research comput network evalu potenti platform instruct network cours paper examin literatur present taxonomi network experiment platform also discuss challeng analyz limit suggest futur perspect provid overview tool descript underli resourc ie hardwar softwar summari support experi paper aim assist experiment educ decid platform suitabl experiment need discuss challeng futur direct relat network experiment platform
Efficient intrusion detection toward IoT networks using cloud–edge collaboration,"The Internet of Things (IoT) is increasingly utilized in daily life and industrial production, particularly in critical infrastructures. IoT cybersecurity has an effect on people’s safety, national security, and economic growth. However, the traditional cloud-based centralized intrusion detection methods cannot satisfy the demands for data privacy, network load, and timely response. In this article, we proposed an efficient intrusion detection method based on cloud–edge collaboration. The approach can reduce computational workload to speed up model training, prevent data privacy leakage, enrich training data, and detect attacks unknown to local edge devices. Specifically, stacked sparse autoencoder (SSAE) is first utilized for data dimensionality reduction to overcome the bottleneck of resource constraints on edge devices. Second, considering the long-term serial characteristics of IoT traffic data, the temporal convolutional network (TCN) model is employed to detect attack; Finally, the cloud–edge collaboration architecture based on federated learning is used to coordinate multi-party training intrusion detection models. It fills the gap of missed detection by intrusion detection models due to data silos. Experiments show that our method reduced the training time, storage and memory required for the model training process by more than 50%, respectively, but the detection accuracy is close to centralized trained models. The model trained based on cloud–edge collaboration can identify attacks unknown to local edge devices.",Networking,effici intrus detect toward iot network use cloudedg collabor,internet thing iot increasingli util daili life industri product particularli critic infrastructur iot cybersecur effect peopl safeti nation secur econom growth howev tradit cloudbas central intrus detect method satisfi demand data privaci network load time respons articl propos effici intrus detect method base cloudedg collabor approach reduc comput workload speed model train prevent data privaci leakag enrich train data detect attack unknown local edg devic specif stack spars autoencod ssae first util data dimension reduct overcom bottleneck resourc constraint edg devic second consid longterm serial characterist iot traffic data tempor convolut network tcn model employ detect attack final cloudedg collabor architectur base feder learn use coordin multiparti train intrus detect model fill gap miss detect intrus detect model due data silo experi show method reduc train time storag memori requir model train process 50 respect detect accuraci close central train model model train base cloudedg collabor identifi attack unknown local edg devic
Implementing zero trust security with dual fuzzy methodology for trust-aware authentication and task offloading in Multi-access Edge Computing,"This paper proposes an efficient trust-aware authentication and task offloading scheme for Multi-Access Edge Computing (MEC) using the Zero Trust Security (ZTS) principles. The proposed method uses a dual fuzzy logic system to evaluate the trustworthiness of edge servers. Devices connected to the edge servers are authenticated using identity, biometrics and Physical Unclonable Function (PUF) measures. After authentication, tasks can be offloaded from the devices to the most trustworthy edge server. The proposed scheme also considers the resource constraints of the edge servers and aims to minimise the overall task completion time. The experimental results show that the proposed scheme outperforms existing schemes regarding authentication accuracy, task completion time, and energy consumption.",Networking,implement zero trust secur dual fuzzi methodolog trustawar authent task offload multiaccess edg comput,paper propos effici trustawar authent task offload scheme multiaccess edg comput mec use zero trust secur zt principl propos method use dual fuzzi logic system evalu trustworthi edg server devic connect edg server authent use ident biometr physic unclon function puf measur authent task offload devic trustworthi edg server propos scheme also consid resourc constraint edg server aim minimis overal task complet time experiment result show propos scheme outperform exist scheme regard authent accuraci task complet time energi consumpt
"A practical framework for cyber defense generation, enforcement and evaluation","It is challenging to enforce and evaluate cyber-defenses for large networks. The current state-of-the-art approaches on defense enforcement and evaluations are manually performed by a security expert and they are executed separately without using a defined workflow. Moreover, the cyber defense generation, enforcement, and evaluation require costs, time, and effort of the security experts to effectively identify attacks and the best set of defenses to deploy. To effectively address these challenges, we propose a novel defense automation framework named CD-GEE (Cyber Defense Generation, Enforcement and Evaluation). CD-GEE can perform automated Cyber defense generation, defense enforcement and security evaluation without human intervention. CD-GEE works in the following five phases: (1) host/network data collection, (2) graphical security models construction, (3) cyber defense generation & selection, (4) defense deployment, and (5) defense evaluation and report. To show the usability and applicability of CD-GEE, we perform experiments on different networks including Amazon’s Elastic Compute Cloud. Besides, we also evaluate the performance and the effectiveness of the defenses deployed via our proposed framework and tool. We show that the CD-GEE measures the security posture of the network before and after defense deployment and evaluation. We also showed that our proposed framework performed better than without the framework in enhancing the security of networks on both the Amazon Elastic Compute Cloud and simulation network environment.",Networking,practic framework cyber defens gener enforc evalu,challeng enforc evalu cyberdefens larg network current stateoftheart approach defens enforc evalu manual perform secur expert execut separ without use defin workflow moreov cyber defens gener enforc evalu requir cost time effort secur expert effect identifi attack best set defens deploy effect address challeng propos novel defens autom framework name cdgee cyber defens gener enforc evalu cdgee perform autom cyber defens gener defens enforc secur evalu without human intervent cdgee work follow five phase 1 hostnetwork data collect 2 graphic secur model construct 3 cyber defens gener select 4 defens deploy 5 defens evalu report show usabl applic cdgee perform experi differ network includ amazon elast comput cloud besid also evalu perform effect defens deploy via propos framework tool show cdgee measur secur postur network defens deploy evalu also show propos framework perform better without framework enhanc secur network amazon elast comput cloud simul network environ
Designing and implementing an AUTOSAR-based Basic Software Module for enhanced security,"Electronic Control Units (ECUs) communicate with each other to accomplish the functionalities of modern vehicles. ECUs form an in-vehicle network that is precisely regulated and must be adequately protected from malicious activity, which has had several outbreaks in recent years. Therefore, we present CINNAMON, an AUTOSAR-based Basic Software Module that aims at confidentiality, integrity and authentication, all at the same time, for the traffic exchanged over the bus protocols that AUTOSAR supports. CINNAMON in fact stands for Confidential, INtegral aNd Authentic onboard coMmunicatiON.
This article introduces the requirements and specification of CINNAMON in a differential fashion with respect to the existing Secure Onboard Communication Basic Software Module, which does not include confidentiality. As a result, CINNAMON exceeds SecOC at least against information gathering attacks. The article then defines three security profiles, regulating also the freshness attribute appropriately. Most importantly, CINNAMON is not a simple academic exercise because it is implemented in a laboratory environment on commercial ECUs, thus reaching the level of TRL 4, “Component and/or breadboard validation in laboratory environment”. The runtimes obtained on inexpensive devices are reassuring, paving the way for a possible large-scale application.",Networking,design implement autosarbas basic softwar modul enhanc secur,electron control unit ecu commun accomplish function modern vehicl ecu form invehicl network precis regul must adequ protect malici activ sever outbreak recent year therefor present cinnamon autosarbas basic softwar modul aim confidenti integr authent time traffic exchang bu protocol autosar support cinnamon fact stand confidenti integr authent onboard commun articl introduc requir specif cinnamon differenti fashion respect exist secur onboard commun basic softwar modul includ confidenti result cinnamon exce secoc least inform gather attack articl defin three secur profil regul also fresh attribut appropri importantli cinnamon simpl academ exercis implement laboratori environ commerci ecu thu reach level trl 4 compon andor breadboard valid laboratori environ runtim obtain inexpens devic reassur pave way possibl largescal applic
