No,Title,Abstract,Author,Link,Category,Unnamed: 6,Unnamed: 7,Author ,Cleaned_Abstract,Cleaned_Title,Text
86,SmartDefense: A distributed deep defense against DDoS attacks with edge computing,"The growing number of IoT edge devices have inflicted a change in the cyber-attack space. The DDoS attacks, in particular, have significantly increased in magnitude and intensity. Of the existing DDoS solutions, while the destination-based defense mechanisms incur high false positives due to the seemingly legitimate nature of the attack traffic, defense mechanisms implemented at the source alone do not suffice due to the lack of visibility into ongoing DDoS attacks. This paper proposes a distributed DDoS detection and mitigation framework, SmartDefense, based on edge computing approaches towards detecting and mitigating DDoS attacks at and near the source. By mitigating the DDoS attacks near the source, SmartDefense significantly reduces unnecessary bandwidth otherwise consumed by DDoS traffic going from residential edge networks to the ISP edge network.
Furthermore, SmartDefense demonstrates how ISPs can detect botnet devices in their customer’s network by having smart edge devices pass attributes that are processed by the botnet detection engine at the provider’s edge. The evaluation of this work shows that SmartDefense can improve the detection and mitigation rate, with over 90% of DDoS traffic caught at the source and over 97.5% of remaining DDoS traffic caught at the provider’s edge. Our experiments also demonstrate how using a botnet detection engine can further reduce the DDoS traffic by up to 51.95% by facilitating ISPs to detect bot devices in their customers’ edge network.","Sowmya Myneni , Ankur Chowdhary , Dijiang Huang , Adel Alshamrani",https://www.sciencedirect.com/science/article/abs/pii/S1389128622000792,Networking and Cyber Security,,,,grow number iot edg devic inflict chang cyberattack space ddo attack particular significantli increas magnitud intens exist ddo solut destinationbas defens mechan incur high fals posit due seemingli legitim natur attack traffic defens mechan implement sourc alon suffic due lack visibl ongo ddo attack paper propos distribut ddo detect mitig framework smartdefens base edg comput approach toward detect mitig ddo attack near sourc mitig ddo attack near sourc smartdefens significantli reduc unnecessari bandwidth otherwis consum ddo traffic go residenti edg network isp edg network furthermor smartdefens demonstr isp detect botnet devic custom ’ network smart edg devic pass attribut process botnet detect engin provid ’ edg evalu work show smartdefens improv detect mitig rate 90 ddo traffic caught sourc 975 remain ddo traffic caught provid ’ edg experi also demonstr use botnet detect engin reduc ddo traffic 5195 facilit isp detect bot devic custom ’ edg network,smartdefens distribut deep defens ddo attack edg comput,smartdefens distribut deep defens ddo attack edg comput grow number iot edg devic inflict chang cyberattack space ddo attack particular significantli increas magnitud intens exist ddo solut destinationbas defens mechan incur high fals posit due seemingli legitim natur attack traffic defens mechan implement sourc alon suffic due lack visibl ongo ddo attack paper propos distribut ddo detect mitig framework smartdefens base edg comput approach toward detect mitig ddo attack near sourc mitig ddo attack near sourc smartdefens significantli reduc unnecessari bandwidth otherwis consum ddo traffic go residenti edg network isp edg network furthermor smartdefens demonstr isp detect botnet devic custom ’ network smart edg devic pass attribut process botnet detect engin provid ’ edg evalu work show smartdefens improv detect mitig rate 90 ddo traffic caught sourc 975 remain ddo traffic caught provid ’ edg experi also demonstr use botnet detect engin reduc ddo traffic 5195 facilit isp detect bot devic custom ’ edg network
87,Scaling private proximity testing protocols for geofenced information exchange: A metropolitan-wide case study,"Private Proximity Testing (PPT) protocols allow two entities to exchange location-and-time-specific information without any tangible breach of privacy between the two or any third-party intermediary such as a server or a service provider. Numerous PPT protocols have been proposed, however, to our knowledge, experimentation relies on simulations and algorithmic complexity analysis, without tests on large-scale scenarios and actual information exchange over wide metropolitan areas. In this paper, we implement and evaluate a novel PPT geofencing algorithm based on RSA factorization. The prototype used in this work was built in Android and Kotlin, initially funded by Google Digital News Initiative Innovation Fund (digitalnewsinitiative.com). We utilize WoM to implement and test a geofenced PPT protocol using prime factorization over a wide area while users move around different municipalities and (i) present findings concerning efficiency and feasibility of prime factorization PPT implementations over large geographical distributions in terms of energy and data needs, (ii) evaluate complementary technologies needed for such private distribution of location-and-time-specific information like geospatial fences and fragmentation and (iii) consider numerous legal considerations under the EU legal context.","George Stergiopoulos , Panagiotis Kotzanikolaou , Konstantinos Adamos , Lilian Mitrou",https://www.sciencedirect.com/science/article/abs/pii/S1389128624002135,Networking and Cyber Security,,,,privat proxim test ppt protocol allow two entiti exchang locationandtimespecif inform without tangibl breach privaci two thirdparti intermediari server servic provid numer ppt protocol propos howev knowledg experiment reli simul algorithm complex analysi without test largescal scenario actual inform exchang wide metropolitan area paper implement evalu novel ppt geofenc algorithm base rsa factor prototyp use work built android kotlin initi fund googl digit news initi innov fund digitalnewsinitiativecom util wom implement test geofenc ppt protocol use prime factor wide area user move around differ municip present find concern effici feasibl prime factor ppt implement larg geograph distribut term energi data need ii evalu complementari technolog need privat distribut locationandtimespecif inform like geospati fenc fragment iii consid numer legal consider eu legal context,scale privat proxim test protocol geofenc inform exchang metropolitanwid case studi,scale privat proxim test protocol geofenc inform exchang metropolitanwid case studi privat proxim test ppt protocol allow two entiti exchang locationandtimespecif inform without tangibl breach privaci two thirdparti intermediari server servic provid numer ppt protocol propos howev knowledg experiment reli simul algorithm complex analysi without test largescal scenario actual inform exchang wide metropolitan area paper implement evalu novel ppt geofenc algorithm base rsa factor prototyp use work built android kotlin initi fund googl digit news initi innov fund digitalnewsinitiativecom util wom implement test geofenc ppt protocol use prime factor wide area user move around differ municip present find concern effici feasibl prime factor ppt implement larg geograph distribut term energi data need ii evalu complementari technolog need privat distribut locationandtimespecif inform like geospati fenc fragment iii consid numer legal consider eu legal context
88,Malware communication in smart factories: A network traffic data set,"Machine learning-based intrusion detection requires suitable and realistic data sets for training and testing. However, data sets that originate from real networks are rare. Network data is considered privacy sensitive and the purposeful introduction of malicious traffic is usually not possible. In this paper we introduce a labeled data set captured at a smart factory located in Vienna, Austria during normal operation and during penetration tests with different attack types. The data set consists of 173 GB of Packet Capture (PCAP) files, which represent 16 days (395 h) of factory operation. It includes Message Queuing Telemetry Transport (MQTT), OPC Unified Architecture (OPC UA), and Modbus/TCP traffic. The captured malicious traffic was originated by a professional penetration tester who performed two types of attacks: (a) aggressive attacks that are easier to detect and (b) stealthy attacks that are harder to detect. Our data set includes the raw PCAP files and extracted flow data. Labels for packets and flows indicate whether packets (or flows) originated from a specific attack or from benign communication. We describe the methodology for creating the data set, conduct an analysis of the data and provide detailed information about the recorded traffic itself. The data set is freely available to support reproducible research and the comparability of results in the area of intrusion detection in industrial networks.","Bernhard Brenner , Joachim Fabini , Magnus Offermanns",https://www.sciencedirect.com/science/article/pii/S1389128624006364,Networking and Cyber Security,,,,machin learningbas intrus detect requir suitabl realist data set train test howev data set origin real network rare network data consid privaci sensit purpos introduct malici traffic usual possibl paper introduc label data set captur smart factori locat vienna austria normal oper penetr test differ attack type data set consist 173 gb packet captur pcap file repres 16 day 395 h factori oper includ messag queu telemetri transport mqtt opc unifi architectur opc ua modbustcp traffic captur malici traffic origin profession penetr tester perform two type attack aggress attack easier detect b stealthi attack harder detect data set includ raw pcap file extract flow data label packet flow indic whether packet flow origin specif attack benign commun describ methodolog creat data set conduct analysi data provid detail inform record traffic data set freeli avail support reproduc research compar result area intrus detect industri network,malwar commun smart factori network traffic data set,malwar commun smart factori network traffic data set machin learningbas intrus detect requir suitabl realist data set train test howev data set origin real network rare network data consid privaci sensit purpos introduct malici traffic usual possibl paper introduc label data set captur smart factori locat vienna austria normal oper penetr test differ attack type data set consist 173 gb packet captur pcap file repres 16 day 395 h factori oper includ messag queu telemetri transport mqtt opc unifi architectur opc ua modbustcp traffic captur malici traffic origin profession penetr tester perform two type attack aggress attack easier detect b stealthi attack harder detect data set includ raw pcap file extract flow data label packet flow indic whether packet flow origin specif attack benign commun describ methodolog creat data set conduct analysi data provid detail inform record traffic data set freeli avail support reproduc research compar result area intrus detect industri network
89,Performance evaluation of the SRE and SBPG components of the IoT hardware platform security advisor framework,"The applications of Internet of Things (IoT) and associated technologies have been spreading rapidly across a wide range of domains, including environmental monitoring, home automation, and supply chain, having a significant bearing on the social and economic well-being of humans as well as enhancing environmental sustainability. In recent years, however, there have been several data breaches and other security and privacy incidents involving IoT devices, which have attracted significant attention from the research community in both academia and industry. This has resulted in a surge of proposals put forward by many researchers, including IoT blockchain-based security solutions, IoT intrusion detection systems, IoT authentication systems, and IoT security analytics. While these proposals are aimed at addressing various IoT security and privacy-related issues, many of these solutions arguably seem not to focus on helping designers and developers with little or no security expertise in start-up companies to produce secure IoT systems. To this end, the IoT Hardware Platform Security Advisor (IoT-HarPSecA) framework was proposed to foster the design and implementation of secure IoT systems. In this paper, we present the performance and usability evaluation of the Security Requirements Elicitation (SRE) and Security Best Practice Guidelines (SBPG) component tools of IoT-HarPSecA, which are two of the three component tools of the security framework. Results show that the two components of the IoT-HarPSecA framework can facilitate the development of secure IoT systems and that the SRE and SBPG tools are easy to use.","Musa G. Samaila , Carolina Lopes , Édi Aires , João B.F. Sequeiros",https://www.sciencedirect.com/science/article/pii/S1389128621004370,Networking and Cyber Security,,,,applic internet thing iot associ technolog spread rapidli across wide rang domain includ environment monitor home autom suppli chain signific bear social econom wellb human well enhanc environment sustain recent year howev sever data breach secur privaci incid involv iot devic attract signific attent research commun academia industri result surg propos put forward mani research includ iot blockchainbas secur solut iot intrus detect system iot authent system iot secur analyt propos aim address variou iot secur privacyrel issu mani solut arguabl seem focu help design develop littl secur expertis startup compani produc secur iot system end iot hardwar platform secur advisor iotharpseca framework propos foster design implement secur iot system paper present perform usabl evalu secur requir elicit sre secur best practic guidelin sbpg compon tool iotharpseca two three compon tool secur framework result show two compon iotharpseca framework facilit develop secur iot system sre sbpg tool easi use,perform evalu sre sbpg compon iot hardwar platform secur advisor framework,perform evalu sre sbpg compon iot hardwar platform secur advisor framework applic internet thing iot associ technolog spread rapidli across wide rang domain includ environment monitor home autom suppli chain signific bear social econom wellb human well enhanc environment sustain recent year howev sever data breach secur privaci incid involv iot devic attract signific attent research commun academia industri result surg propos put forward mani research includ iot blockchainbas secur solut iot intrus detect system iot authent system iot secur analyt propos aim address variou iot secur privacyrel issu mani solut arguabl seem focu help design develop littl secur expertis startup compani produc secur iot system end iot hardwar platform secur advisor iotharpseca framework propos foster design implement secur iot system paper present perform usabl evalu secur requir elicit sre secur best practic guidelin sbpg compon tool iotharpseca two three compon tool secur framework result show two compon iotharpseca framework facilit develop secur iot system sre sbpg tool easi use
90,"Synchronizing DDoS defense at network edge with P4, SDN, and Blockchain","Botnet-originated DDoS attacks continue to plague the internet and disrupt services for legitimate users. While various proposals have been presented in the last two decades, the botnet still has advantages over the defenders, because botnets have orchestrated processes to launch disruptive attacks. On the other hand, the defenders use manual methods, siloed tools, and lack orchestration among different organizations. These unorchestrated efforts slow down the attack response and extend the lifespan of botnet attacks. This article presents shieldSDN and shieldCHAIN, an inter-organization collaborative defense framework using P4, SDN, and Blockchain, which extends our earlier research on microVNF, a solution of Edge security for SIP-enabled IoT devices with P4. Besides mitigating DDoS attacks, microVNF also produces attack fingerprints called Indicator of Compromise (IOC) records. ShieldSDN and shieldCHAIN distribute these IOCs to other organizations so that they can create their own packet filters. Effectively, shieldSDN and shieldCHAIN synchronize packet filters for different organizations to mitigate against the same botnet strain. Four experiments were performed successfully to validate the functionalities of shieldSDN and shieldCHAIN. The scope for the first experiment was intra-company, while the second, third, and fourth experiments were inter-company. In the first experiment, shieldSDN extracted IOCs from the source switch and installed these as packet filters on other switches within the same organization (in the U.S.). In the second experiment, the shieldCHAIN in the publishing organization (in the U.S.) shared IOCs by posting them to the Blockchain. In the third experiment, the shieldCHAIN in the subscriber organizations (in Singapore & the U.K.) retrieved these IOCs from Blockchain. Finally, in the last experiment, the shieldCHAIN in the subscriber organizations installed the retrieved IOCs as packet filters; that are identical to those in the originating organization. To the best of our knowledge, this is the first framework that uses the P4 switch, SDN controller, and Blockchain together for this use case. As SDN and Blockchain gain acceptance, this framework empowers community members to collaborate and defend against botnet DDoS attacks.","Aldo Febro , Hannan Xiao , Joseph Spring , Bruce Christianson ",https://www.sciencedirect.com/science/article/abs/pii/S1389128622003310,Networking and Cyber Security,,,,botnetorigin ddo attack continu plagu internet disrupt servic legitim user variou propos present last two decad botnet still advantag defend botnet orchestr process launch disrupt attack hand defend use manual method silo tool lack orchestr among differ organ unorchestr effort slow attack respons extend lifespan botnet attack articl present shieldsdn shieldchain interorgan collabor defens framework use p4 sdn blockchain extend earlier research microvnf solut edg secur sipen iot devic p4 besid mitig ddo attack microvnf also produc attack fingerprint call indic compromis ioc record shieldsdn shieldchain distribut ioc organ creat packet filter effect shieldsdn shieldchain synchron packet filter differ organ mitig botnet strain four experi perform success valid function shieldsdn shieldchain scope first experi intracompani second third fourth experi intercompani first experi shieldsdn extract ioc sourc switch instal packet filter switch within organ us second experi shieldchain publish organ us share ioc post blockchain third experi shieldchain subscrib organ singapor uk retriev ioc blockchain final last experi shieldchain subscrib organ instal retriev ioc packet filter ident origin organ best knowledg first framework use p4 switch sdn control blockchain togeth use case sdn blockchain gain accept framework empow commun member collabor defend botnet ddo attack,synchron ddo defens network edg p4 sdn blockchain,synchron ddo defens network edg p4 sdn blockchain botnetorigin ddo attack continu plagu internet disrupt servic legitim user variou propos present last two decad botnet still advantag defend botnet orchestr process launch disrupt attack hand defend use manual method silo tool lack orchestr among differ organ unorchestr effort slow attack respons extend lifespan botnet attack articl present shieldsdn shieldchain interorgan collabor defens framework use p4 sdn blockchain extend earlier research microvnf solut edg secur sipen iot devic p4 besid mitig ddo attack microvnf also produc attack fingerprint call indic compromis ioc record shieldsdn shieldchain distribut ioc organ creat packet filter effect shieldsdn shieldchain synchron packet filter differ organ mitig botnet strain four experi perform success valid function shieldsdn shieldchain scope first experi intracompani second third fourth experi intercompani first experi shieldsdn extract ioc sourc switch instal packet filter switch within organ us second experi shieldchain publish organ us share ioc post blockchain third experi shieldchain subscrib organ singapor uk retriev ioc blockchain final last experi shieldchain subscrib organ instal retriev ioc packet filter ident origin organ best knowledg first framework use p4 switch sdn control blockchain togeth use case sdn blockchain gain accept framework empow commun member collabor defend botnet ddo attack
91,"Intelligent zero trust architecture for 5G/6G networks: Principles, challenges, and the role of machine learning in the context of O-RAN","In this position paper, we discuss the critical need for integrating zero trust (ZT) principles into next-generation communication networks (5G/6G). We highlight the challenges and introduce the concept of an intelligent zero trust architecture (i-ZTA) as a security framework in 5G/6G networks with untrusted components. While network virtualization, software-defined networking (SDN), and service-based architectures (SBA) are key enablers of 5G networks, operating in an untrusted environment has also become a key feature of the networks. Further, seamless connectivity to a high volume of devices has broadened the attack surface on information infrastructure. Network assurance in a dynamic untrusted environment calls for revolutionary architectures beyond existing static security frameworks. To the best of our knowledge, this is the first position paper that presents the architectural concept design of an i-ZTA upon which modern artificial intelligence (AI) algorithms can be developed to provide information security in untrusted networks. We introduce key ZT principles as real-time Monitoring of the security state of network assets, Evaluating the risk of individual access requests, and Deciding on access authorization using a dynamic trust algorithm, called MED components. To ensure ease of integration, the envisioned architecture adopts an SBA-based design, similar to the 3GPP specification of 5G networks, by leveraging the open radio access network (O-RAN) architecture with appropriate real-time engines and network interfaces for collecting necessary machine learning data. Therefore, this work provides novel research directions to design machine learning based components that contribute towards i-ZTA for the future 5G/6G networks.","Keyvan Ramezanpour , Jithin Jagannath ",https://www.sciencedirect.com/science/article/abs/pii/S1389128622003929,Networking and Cyber Security,,,,posit paper discuss critic need integr zero trust zt principl nextgener commun network 5g6g highlight challeng introduc concept intellig zero trust architectur izta secur framework 5g6g network untrust compon network virtual softwaredefin network sdn servicebas architectur sba key enabl 5g network oper untrust environ also becom key featur network seamless connect high volum devic broaden attack surfac inform infrastructur network assur dynam untrust environ call revolutionari architectur beyond exist static secur framework best knowledg first posit paper present architectur concept design izta upon modern artifici intellig ai algorithm develop provid inform secur untrust network introduc key zt principl realtim monitor secur state network asset evalu risk individu access request decid access author use dynam trust algorithm call med compon ensur eas integr envis architectur adopt sbabas design similar 3gpp specif 5g network leverag open radio access network oran architectur appropri realtim engin network interfac collect necessari machin learn data therefor work provid novel research direct design machin learn base compon contribut toward izta futur 5g6g network,intellig zero trust architectur 5g6g network principl challeng role machin learn context oran,intellig zero trust architectur 5g6g network principl challeng role machin learn context oran posit paper discuss critic need integr zero trust zt principl nextgener commun network 5g6g highlight challeng introduc concept intellig zero trust architectur izta secur framework 5g6g network untrust compon network virtual softwaredefin network sdn servicebas architectur sba key enabl 5g network oper untrust environ also becom key featur network seamless connect high volum devic broaden attack surfac inform infrastructur network assur dynam untrust environ call revolutionari architectur beyond exist static secur framework best knowledg first posit paper present architectur concept design izta upon modern artifici intellig ai algorithm develop provid inform secur untrust network introduc key zt principl realtim monitor secur state network asset evalu risk individu access request decid access author use dynam trust algorithm call med compon ensur eas integr envis architectur adopt sbabas design similar 3gpp specif 5g network leverag open radio access network oran architectur appropri realtim engin network interfac collect necessari machin learn data therefor work provid novel research direct design machin learn base compon contribut toward izta futur 5g6g network
92,Auto-tune POIs: Estimation of distribution algorithms for efficient side-channel analysis,"Due to the constant increase and versatility of IoT devices that should keep sensitive information private, Side-channel Analysis (SCA) attacks on embedded devices are gaining visibility in the industrial field. The integration and validation of countermeasures against SCA can be an expensive and cumbersome process, especially for the less experienced ones. Additionally, current certification procedures require to attack the devices under test using multiple SCA techniques and attack vectors, often implying a high degree of complexity.
The goal of this paper is to introduce a new automatic way to ease one of the most crucial and tedious steps of profiling attacks i.e. the points of interest (POI) selection and hence assist the SCA evaluation process. To this end, we propose the usage of Estimation of Distribution Algorithms (EDAs) in the SCA field to perform the point of interest selection step together with the profiling and key recovery steps. This contribution allows an automated optimization of the attack, avoiding the need to manually perform various types of analyses with different POI combinations. We showcase our approach on several experimental use cases, including attacks on unprotected and protected AES implementations. In addition, we introduce a new public dataset containing power traces taken from distinct copies of the same device and perform attacks over this dataset using our method, dismissing in this way the portability issue.","Unai Rioja , Lejla Batina , Jose Luis Flores , Igor Armendariz",https://www.sciencedirect.com/science/article/pii/S1389128621003789,Networking and Cyber Security,,,,due constant increas versatil iot devic keep sensit inform privat sidechannel analysi sca attack embed devic gain visibl industri field integr valid countermeasur sca expens cumbersom process especi less experienc one addit current certif procedur requir attack devic test use multipl sca techniqu attack vector often impli high degre complex goal paper introduc new automat way eas one crucial tediou step profil attack ie point interest poi select henc assist sca evalu process end propos usag estim distribut algorithm eda sca field perform point interest select step togeth profil key recoveri step contribut allow autom optim attack avoid need manual perform variou type analys differ poi combin showcas approach sever experiment use case includ attack unprotect protect ae implement addit introduc new public dataset contain power trace taken distinct copi devic perform attack dataset use method dismiss way portabl issu,autotun poi estim distribut algorithm effici sidechannel analysi,autotun poi estim distribut algorithm effici sidechannel analysi due constant increas versatil iot devic keep sensit inform privat sidechannel analysi sca attack embed devic gain visibl industri field integr valid countermeasur sca expens cumbersom process especi less experienc one addit current certif procedur requir attack devic test use multipl sca techniqu attack vector often impli high degre complex goal paper introduc new automat way eas one crucial tediou step profil attack ie point interest poi select henc assist sca evalu process end propos usag estim distribut algorithm eda sca field perform point interest select step togeth profil key recoveri step contribut allow autom optim attack avoid need manual perform variou type analys differ poi combin showcas approach sever experiment use case includ attack unprotect protect ae implement addit introduc new public dataset contain power trace taken distinct copi devic perform attack dataset use method dismiss way portabl issu
93,Network anomaly detection in cars: A case for time-sensitive stream filtering and policing,"Connected vehicles are threatened by cyber-attacks as in-vehicle networks technologically approach (mobile) LANs with several wireless interconnects to the outside world. Malware that infiltrates a car today faces potential victims of constrained, barely shielded Electronic Control Units (ECUs). Many ECUs perform critical driving functions, which stresses the need for hardening security and resilience of in-vehicle networks in a multifaceted way. Future vehicles will comprise Ethernet backbones that differentiate services via Time-Sensitive Networking (TSN). The well-known vehicular control flows will follow predefined schedules and TSN traffic classifications. In this paper, we exploit this traffic classification to build a network anomaly detection system. We show how filters and policies of TSN can identify misbehaving traffic and thereby serve as distributed guards on the data link layer. On this lowest possible layer, our approach derives a highly efficient network protection directly from TSN. We classify link layer anomalies and micro-benchmark the detection accuracy in each class. Based on a topology derived from a real-world car and its traffic definitions we evaluate the detection system in realistic macro-benchmarks based on recorded attack traces. Our results show that the detection accuracy depends on how exact the specifications of in-vehicle communication are configured. Most notably for a fully specified communication matrix, our anomaly detection remains free of false-positive alarms, which is a significant benefit for implementing automated countermeasures in future vehicles.","Philipp Meyer, Timo Häckel, Sandra Reider, Franz Korf, Thomas C. Schmidt",https://www.sciencedirect.com/science/article/pii/S138912862400687X,Networking and Cyber Security,,,,connect vehicl threaten cyberattack invehicl network technolog approach mobil lan sever wireless interconnect outsid world malwar infiltr car today face potenti victim constrain bare shield electron control unit ecu mani ecu perform critic drive function stress need harden secur resili invehicl network multifacet way futur vehicl compris ethernet backbon differenti servic via timesensit network tsn wellknown vehicular control flow follow predefin schedul tsn traffic classif paper exploit traffic classif build network anomali detect system show filter polici tsn identifi misbehav traffic therebi serv distribut guard data link layer lowest possibl layer approach deriv highli effici network protect directli tsn classifi link layer anomali microbenchmark detect accuraci class base topolog deriv realworld car traffic definit evalu detect system realist macrobenchmark base record attack trace result show detect accuraci depend exact specif invehicl commun configur notabl fulli specifi commun matrix anomali detect remain free falseposit alarm signific benefit implement autom countermeasur futur vehicl,network anomali detect car case timesensit stream filter polic,network anomali detect car case timesensit stream filter polic connect vehicl threaten cyberattack invehicl network technolog approach mobil lan sever wireless interconnect outsid world malwar infiltr car today face potenti victim constrain bare shield electron control unit ecu mani ecu perform critic drive function stress need harden secur resili invehicl network multifacet way futur vehicl compris ethernet backbon differenti servic via timesensit network tsn wellknown vehicular control flow follow predefin schedul tsn traffic classif paper exploit traffic classif build network anomali detect system show filter polici tsn identifi misbehav traffic therebi serv distribut guard data link layer lowest possibl layer approach deriv highli effici network protect directli tsn classifi link layer anomali microbenchmark detect accuraci class base topolog deriv realworld car traffic definit evalu detect system realist macrobenchmark base record attack trace result show detect accuraci depend exact specif invehicl commun configur notabl fulli specifi commun matrix anomali detect remain free falseposit alarm signific benefit implement autom countermeasur futur vehicl
94,Federated learning for malware detection in IoT devices,"Billions of IoT devices lacking proper security mechanisms have been manufactured and deployed for the last years, and more will come with the development of Beyond 5G technologies. Their vulnerability to malware has motivated the need for efficient techniques to detect infected IoT devices inside networks. With data privacy and integrity becoming a major concern in recent years, increasing with the arrival of 5G and Beyond networks, new technologies such as federated learning and blockchain emerged. They allow training machine learning models with decentralized data while preserving its privacy by design. This work investigates the possibilities enabled by federated learning concerning IoT malware detection and studies security issues inherent to this new learning paradigm. In this context, a framework that uses federated learning to detect malware affecting IoT devices is presented. N-BaIoT, a dataset modeling network traffic of several real IoT devices while affected by malware, has been used to evaluate the proposed framework. Both supervised and unsupervised federated models (multi-layer perceptron and autoencoder) able to detect malware affecting seen and unseen IoT devices of N-BaIoT have been trained and evaluated. Furthermore, their performance has been compared to two traditional approaches. The first one lets each participant locally train a model using only its own data, while the second consists of making the participants share their data with a central entity in charge of training a global model. This comparison has shown that the use of more diverse and large data, as done in the federated and centralized methods, has a considerable positive impact on the model performance. Besides, the federated models, while preserving the participant’s privacy, show similar results as the centralized ones. As an additional contribution and to measure the robustness of the federated approach, an adversarial setup with several malicious participants poisoning the federated model has been considered. The baseline model aggregation averaging step used in most federated learning algorithms appears highly vulnerable to different attacks, even with a single adversary. The performance of other model aggregation functions acting as countermeasures is thus evaluated under the same attack scenarios. These functions provide a significant improvement against malicious participants, but more efforts are still needed to make federated approaches robust.","Valerian Rey , Pedro Miguel Sánchez Sánchez , Alberto Huertas Celdrán , Gérôme Bovet",https://www.sciencedirect.com/science/article/pii/S1389128621005582,Networking and Cyber Security,,,,billion iot devic lack proper secur mechan manufactur deploy last year come develop beyond 5g technolog vulner malwar motiv need effici techniqu detect infect iot devic insid network data privaci integr becom major concern recent year increas arriv 5g beyond network new technolog feder learn blockchain emerg allow train machin learn model decentr data preserv privaci design work investig possibl enabl feder learn concern iot malwar detect studi secur issu inher new learn paradigm context framework use feder learn detect malwar affect iot devic present nbaiot dataset model network traffic sever real iot devic affect malwar use evalu propos framework supervis unsupervis feder model multilay perceptron autoencod abl detect malwar affect seen unseen iot devic nbaiot train evalu furthermor perform compar two tradit approach first one let particip local train model use data second consist make particip share data central entiti charg train global model comparison shown use divers larg data done feder central method consider posit impact model perform besid feder model preserv particip ’ privaci show similar result central one addit contribut measur robust feder approach adversari setup sever malici particip poison feder model consid baselin model aggreg averag step use feder learn algorithm appear highli vulner differ attack even singl adversari perform model aggreg function act countermeasur thu evalu attack scenario function provid signific improv malici particip effort still need make feder approach robust,feder learn malwar detect iot devic,feder learn malwar detect iot devic billion iot devic lack proper secur mechan manufactur deploy last year come develop beyond 5g technolog vulner malwar motiv need effici techniqu detect infect iot devic insid network data privaci integr becom major concern recent year increas arriv 5g beyond network new technolog feder learn blockchain emerg allow train machin learn model decentr data preserv privaci design work investig possibl enabl feder learn concern iot malwar detect studi secur issu inher new learn paradigm context framework use feder learn detect malwar affect iot devic present nbaiot dataset model network traffic sever real iot devic affect malwar use evalu propos framework supervis unsupervis feder model multilay perceptron autoencod abl detect malwar affect seen unseen iot devic nbaiot train evalu furthermor perform compar two tradit approach first one let particip local train model use data second consist make particip share data central entiti charg train global model comparison shown use divers larg data done feder central method consider posit impact model perform besid feder model preserv particip ’ privaci show similar result central one addit contribut measur robust feder approach adversari setup sever malici particip poison feder model consid baselin model aggreg averag step use feder learn algorithm appear highli vulner differ attack even singl adversari perform model aggreg function act countermeasur thu evalu attack scenario function provid signific improv malici particip effort still need make feder approach robust
95,Evaluating integration methods of a quantum random number generator in OpenSSL for TLS,"The rapid advancement of quantum computing poses a significant threat to conventional cryptography. Whilst post-quantum cryptography (PQC) stands as the prevailing trend for fortifying the security of cryptographic systems, the coexistence of quantum and classical computing paradigms presents an opportunity to leverage the strengths of both technologies, for instance, nowadays the use of Quantum Random Number Generators (QRNGs) – considered as True Random Number Generators (TRNGs) – opens up the possibility of discussing hybrid systems. In this paper, we evaluate both aspects, on the one hand, we use hybrid TLS (Transport Layer Security) protocol that leverages the widely used secure protocol on the Internet and integrates PQC algorithms, and, on the other hand, we evaluate two approaches to integrate a QRNG, i.e., Quantis PCIe-240M, in OpenSSL 3.0 to be used by TLS. Both approaches are compared through a Nginx Web server, that uses OpenSSL’s implementation of TLS 1.3 for secure web communication. Our findings highlight the importance of optimizing such integration method, because while direct integration can lead to performance penalties specific to the method and hardware used, alternative methods demonstrate the potential for efficient QRNG deployment in cryptographic systems.","Javier Blanco-Romero, Vicente Lorenzo, Florina Almenares, Daniel Díaz-Sánchez, Carlos García Rubio, Celeste Campo, Andrés Marín",https://www.sciencedirect.com/science/article/pii/S1389128624007096,Networking and Cyber Security,,,,rapid advanc quantum comput pose signific threat convent cryptographi whilst postquantum cryptographi pqc stand prevail trend fortifi secur cryptograph system coexist quantum classic comput paradigm present opportun leverag strength technolog instanc nowaday use quantum random number gener qrng – consid true random number gener trng – open possibl discuss hybrid system paper evalu aspect one hand use hybrid tl transport layer secur protocol leverag wide use secur protocol internet integr pqc algorithm hand evalu two approach integr qrng ie quanti pcie240m openssl 30 use tl approach compar nginx web server use openssl ’ implement tl 13 secur web commun find highlight import optim integr method direct integr lead perform penalti specif method hardwar use altern method demonstr potenti effici qrng deploy cryptograph system,evalu integr method quantum random number gener openssl tl,evalu integr method quantum random number gener openssl tl rapid advanc quantum comput pose signific threat convent cryptographi whilst postquantum cryptographi pqc stand prevail trend fortifi secur cryptograph system coexist quantum classic comput paradigm present opportun leverag strength technolog instanc nowaday use quantum random number gener qrng – consid true random number gener trng – open possibl discuss hybrid system paper evalu aspect one hand use hybrid tl transport layer secur protocol leverag wide use secur protocol internet integr pqc algorithm hand evalu two approach integr qrng ie quanti pcie240m openssl 30 use tl approach compar nginx web server use openssl ’ implement tl 13 secur web commun find highlight import optim integr method direct integr lead perform penalti specif method hardwar use altern method demonstr potenti effici qrng deploy cryptograph system
